Company Name,Location,Job Title,job_category,python_yn,R_yn,spark,aws,excel,avg_salary
san diego american indian health center,"san diego, ca",data analyst - on-site,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
san diego american indian health center,"san diego, ca",data analyst - on-site,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
caesars entertainment,"las vegas, nv",data analyst - rotational program (las vegas),Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
caesars entertainment,"las vegas, nv",data analyst - rotational program (las vegas),Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
cayuse holdings,"montgomery, al",data analyst - senior,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
molina healthcare,"long beach, ca",data analyst - sql & databricks,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
molina healthcare,"long beach, ca",data analyst - sql & databricks,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
brookdale,"brentwood, tn",data analyst - web development-nsh,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
"scientific research corporation
4.2","patuxent river, md",data analyst / scientist,Data Analyst,0.0,0.0,0.0,0.0,1.0,150800.0
"the church of jesus christ of latter-day saints
4.2","salt lake city, ut","data analyst 1, full-time contract worker for up to 12 months",Data Analyst,0.0,0.0,0.0,1.0,1.0,104000.0
"the church of jesus christ of latter-day saints
4.2","salt lake city, ut","data analyst 1, full-time contract worker for up to 12 months",Data Analyst,0.0,0.0,0.0,1.0,1.0,104000.0
"the church of jesus christ of latter-day saints
4.2","salt lake city, ut",data analyst 2 (missionary department),Data Analyst,0.0,0.0,0.0,0.0,0.0,149760.0
openclassrooms,"long beach, ca",data analyst apprenticeship,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
openclassrooms,"long beach, ca",data analyst apprenticeship,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
"rodan and fields, llc
2.2","san francisco, ca",data analyst chemist - quality system contractor,Data Analyst,0.0,0.0,0.0,0.0,1.0,177840.0
fedex,"memphis, tn",data analyst i,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
modesto city schools,california,data analyst i - assessment and evaluation,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
modesto city schools,california,data analyst i - assessment and evaluation,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
synovus,"birmingham, al",data analyst ii,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
cox,"tucker, ga",data analyst ii - workforce analytics,Data Analyst,0.0,0.0,0.0,0.0,1.0,81900.0
navaide,"san diego, ca",data analyst iii (ongoing needs),Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
navaide,"san diego, ca",data analyst iii (ongoing needs),Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
cox,"panthersville, ga",data analyst intern - summer 2025,Data Analyst,0.0,0.0,0.0,0.0,1.0,60320.0
cox,"tucker, ga",data analyst intern - summer 2025,Data Analyst,0.0,0.0,0.0,0.0,1.0,60320.0
cox communications,"avondale estates, ga",data analyst intern - summer 2025,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
cox communications,"norcross, ga",data analyst intern - summer 2025,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
cybertec,"memphis, tn",data analyst job at cybertec in memphis,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
synectics inc,"alpharetta, ga","data analyst jobs in alpharetta,ga,us",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
sedgwick,"knoxville, tn",data analyst manager,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
sedgwick,"las vegas, nv",data analyst manager,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
sedgwick,"las vegas, nv",data analyst manager,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
"amerihealth caritas
3.0","philadelphia, pa",data analyst senior,Data Analyst,0.0,0.0,0.0,0.0,1.0,138320.0
"amerihealth caritas
3.0","philadelphia, pa",data analyst senior,Data Analyst,0.0,0.0,0.0,0.0,1.0,138320.0
royal bank of canada,"los angeles, ca",data analyst senior - bis,Data Analyst,0.0,0.0,0.0,0.0,1.0,124497.0
royal bank of canada,"los angeles, ca",data analyst senior - bis,Data Analyst,0.0,0.0,0.0,0.0,1.0,124497.0
"sagent m&c, llc (sagent lending technologies)","san bernardino, ca",data analyst specialist,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
"sagent m&c, llc (sagent lending technologies)","san bernardino, ca",data analyst specialist,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
intermountain health,"jackson, ms",data analyst technical senior,Data Analyst,0.0,0.0,0.0,0.0,1.0,115440.0
intermountain health,"montgomery, al",data analyst technical senior,Data Analyst,0.0,0.0,0.0,0.0,1.0,115440.0
western alliance bank,"westlake village, ca","data analyst, business reporting",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
western alliance bank,"westlake village, ca","data analyst, business reporting",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
tarkett,"calhoun, ga","data analyst, data & analytics - consultant",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
panda restaurant group,"rosemead, ca","data analyst, hr",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
panda restaurant group,"rosemead, ca","data analyst, hr",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
"beckman coulter diagnostics
3.6","new york, ny","data analyst, performance partnership",Data Analyst,0.0,0.0,0.0,1.0,1.0,151840.0
wipros,"claremont, ca","data analyst, stem",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
desjardins financial security,"levis, ca","data analyst, wealth management and life and health insurance",Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
delta air lines,"atlanta, ga",data analyst- corporate audit and erm,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
intermountain health,"atlanta, ga",data analyst-statistical-staff,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
synergisticit,"atlanta, ga",data analyst/engineer - junior,Data Analyst,0.0,0.0,0.0,0.0,1.0,117500.0
xl softek,"suwanee, ga",data analysts,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"under armour, inc.","nashville, tn",data analytics engineer,Data Scientist,1.0,0.0,0.0,0.0,0.0,106948.5
"full potential solutions
3.8","kansas city, mo",data analytics manager,Data Scientist,1.0,0.0,0.0,1.0,1.0,84240.0
"massmutual
3.6","springfield, ma",data analytics project manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,131040.0
"massmutual
3.6","springfield, ma",data analytics project manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,131040.0
regions bank,"birmingham, al",data and analytics analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
regions,"birmingham, al",data and analytics analyst - consumer business unit credit risk,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
strategic resources inc,"san diego, ca",data and information technology analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
strategic resources inc,"san diego, ca",data and information technology analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"medidata solutions
4.3","new york, ny",data architect / data modeler,Data Scientist,0.0,0.0,0.0,1.0,1.0,179920.0
"crystal stairs, inc.","los angeles, ca",data coordinator,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"crystal stairs, inc.","los angeles, ca",data coordinator,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"alignment healthcare
3.5","orange, ca",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,196560.0
"alignment healthcare
3.5","orange, ca",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,196560.0
"alignment healthcare
3.5","orange, ca",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,196560.0
"applied information sciences
4.6","houston, tx",data engineer,Data Engineer,0.0,0.0,1.0,0.0,0.0,157040.0
"autodesk
4.0","san francisco, ca",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,224640.0
"avanade
3.9","washington, dc",data engineer,Data Engineer,0.0,0.0,0.0,0.0,0.0,180960.0
"brmi
4.4","chantilly, va",data engineer,Data Engineer,1.0,0.0,1.0,1.0,0.0,176800.0
"brmi
4.4","chantilly, va",data engineer,Data Engineer,1.0,0.0,1.0,1.0,0.0,176800.0
"captech
3.9","charlotte, nc",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,198640.0
"carilion clinic
3.7","roanoke, va",data engineer,Data Engineer,0.0,0.0,0.0,0.0,1.0,168480.0
"cogo labs
3.9","cambridge, ma",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,175760.0
"cogo labs
3.9","cambridge, ma",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,175760.0
"equity residential
4.3","chicago, il",data engineer,Data Engineer,1.0,0.0,1.0,0.0,1.0,192400.0
"eventbrite
4.4","nashville, tn",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,183040.0
"excella consulting
4.0","arlington, va",data engineer,Data Engineer,1.0,0.0,0.0,1.0,1.0,180960.0
"fivestars
3.9","san francisco, ca",data engineer,Data Engineer,1.0,0.0,0.0,1.0,1.0,182000.0
"gny insurance companies
3.7","new york, ny",data engineer,Data Engineer,1.0,0.0,0.0,0.0,1.0,229840.0
"gridiron it
5.0","tampa, fl",data engineer,Data Engineer,0.0,0.0,0.0,0.0,0.0,275600.0
"guidepoint
3.2","new york, ny",data engineer,Data Engineer,1.0,0.0,0.0,1.0,1.0,134160.0
"guidepoint
3.2","new york, ny",data engineer,Data Engineer,1.0,0.0,0.0,1.0,1.0,134160.0
"icw group
2.8","san diego, ca",data engineer,Data Engineer,0.0,0.0,0.0,0.0,0.0,172640.0
"intraedge
3.4","scottsdale, az",data engineer,Data Engineer,1.0,0.0,1.0,1.0,0.0,125840.0
"izea
4.2","winter park, fl",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,148720.0
"izea
4.2","winter park, fl",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,148720.0
"lancer insurance
3.5","long beach, ny",data engineer,Data Engineer,1.0,0.0,0.0,0.0,1.0,220480.0
"mantech
4.1","herndon, va",data engineer,Data Engineer,0.0,0.0,0.0,0.0,0.0,191360.0
"massmutual
3.6","springfield, ma",data engineer,Data Engineer,1.0,0.0,1.0,0.0,1.0,191360.0
"massmutual
3.6","springfield, ma",data engineer,Data Engineer,1.0,0.0,1.0,0.0,1.0,191360.0
"maxar technologies
3.7","springfield, va",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,219440.0
"metrostar systems
3.4","rockville, md",data engineer,Data Engineer,0.0,0.0,0.0,1.0,0.0,226720.0
"metrostar systems
3.4","rockville, md",data engineer,Data Engineer,0.0,0.0,0.0,1.0,0.0,226720.0
"metrostar systems
3.4","rockville, md",data engineer,Data Engineer,0.0,0.0,0.0,1.0,0.0,226720.0
"ncsoft
3.1","aliso viejo, ca",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,235040.0
"ncsoft
3.1","aliso viejo, ca",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,235040.0
"numeric, llc
3.2","king of prussia, pa",data engineer,Data Engineer,1.0,0.0,1.0,1.0,1.0,190320.0
"object partners
4.7","minneapolis, mn",data engineer,Data Engineer,0.0,0.0,1.0,1.0,0.0,197600.0
"p2 energy solutions
3.7","lafayette, la",data engineer,Data Engineer,0.0,0.0,0.0,0.0,1.0,146640.0
"p2 energy solutions
3.7","lafayette, la",data engineer,Data Engineer,0.0,0.0,0.0,0.0,1.0,146640.0
"pennymac
3.2","agoura hills, ca",data engineer,Data Engineer,1.0,0.0,0.0,1.0,1.0,210080.0
"persivia
3.6","marlborough, ma",data engineer,Data Engineer,0.0,0.0,0.0,0.0,1.0,204880.0
"pinnacol assurance
4.0","denver, co",data engineer,Data Engineer,1.0,0.0,0.0,1.0,0.0,205920.0
"pinnacol assurance
4.0","denver, co",data engineer,Data Engineer,1.0,0.0,0.0,1.0,0.0,205920.0
"pinnacol assurance
4.0","denver, co",data engineer,Data Engineer,1.0,0.0,0.0,1.0,0.0,205920.0
"productive edge
4.3","chicago, il",data engineer,Data Engineer,0.0,0.0,1.0,0.0,1.0,208000.0
"saama technologies inc
3.5","phoenix, az",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,142480.0
"saama technologies inc
3.5","phoenix, az",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,142480.0
"sapphire digital
3.4","lyndhurst, nj",data engineer,Data Engineer,1.0,0.0,0.0,0.0,0.0,162240.0
"spins, llc
3.5","chicago, il",data engineer,Data Engineer,1.0,0.0,0.0,0.0,0.0,198640.0
"springml
4.4","herndon, va",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,226720.0
"springml
4.4","herndon, va",data engineer,Data Engineer,1.0,0.0,1.0,0.0,0.0,226720.0
"trace3
3.4","houston, tx",data engineer,Data Engineer,1.0,0.0,1.0,0.0,1.0,166400.0
"trace3
3.4","houston, tx",data engineer,Data Engineer,1.0,0.0,1.0,0.0,1.0,166400.0
"upside business travel
4.0","washington, dc",data engineer,Data Engineer,1.0,0.0,1.0,1.0,0.0,253760.0
"clarity insights
4.2","charlotte, nc",data engineer - consultant (charlotte based),Data Engineer,1.0,0.0,0.0,0.0,1.0,177840.0
"clarity insights
4.2","charlotte, nc",data engineer - consultant (charlotte based),Data Engineer,1.0,0.0,0.0,0.0,1.0,177840.0
"shipt
3.8","birmingham, al",data engineer - etl,Data Engineer,1.0,0.0,1.0,1.0,1.0,135200.0
"the church of jesus christ of latter-day saints
4.2","riverton, ut",data engineer 4 - contract,Data Engineer,0.0,0.0,0.0,1.0,1.0,180960.0
"the church of jesus christ of latter-day saints
4.2","riverton, ut",data engineer 5 - contract (remote),Data Engineer,0.0,0.0,0.0,0.0,1.0,222560.0
"the church of jesus christ of latter-day saints
4.2","riverton, ut",data engineer 5 - contract (remote),Data Engineer,0.0,0.0,0.0,0.0,1.0,222560.0
"audible
3.6","newark, nj",data engineer i,Data Engineer,0.0,0.0,0.0,0.0,1.0,303680.0
"vermeer
3.9","pella, ia",data engineer i - azure,Data Engineer,0.0,0.0,0.0,0.0,1.0,161200.0
"takeda pharmaceuticals
3.7","cambridge, ma","data engineer, data engineering and artifical intelligence",Data Engineer,1.0,0.0,1.0,1.0,1.0,213200.0
"country financial
3.8","bloomington, il",data engineering analyst,Data Engineer,1.0,0.0,1.0,0.0,1.0,121680.0
regions bank,"hoover, al",data governance analyst [see available cities in posting],Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
ranker,"los angeles, ca",data journalist (polling analyst),Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
ranker,"los angeles, ca",data journalist (polling analyst),Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"nmr consulting
4.5","huntsville, al",data management specialist,Data Scientist,0.0,0.0,0.0,0.0,1.0,99840.0
"mga entertainment, inc.","los angeles, ca",data media analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,125000.0
"mga entertainment, inc.","los angeles, ca",data media analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,125000.0
"it concepts
4.7","landover, md",data modeler,Data Scientist,0.0,0.0,0.0,0.0,0.0,221520.0
"massmutual
3.6","boston, ma",data modeler (analytical systems),Data Scientist,0.0,0.0,1.0,1.0,1.0,190320.0
"liberty mutual insurance
3.3","indianapolis, in",data modeler - data solutions engineer,Data Scientist,1.0,0.0,0.0,0.0,1.0,107120.0
"liberty mutual insurance
3.3","indianapolis, in",data modeler - data solutions engineer,Data Scientist,1.0,0.0,0.0,0.0,1.0,107120.0
muso,"san francisco, ca",data operations lead,Data Scientist,1.0,0.0,0.0,0.0,1.0,182000.0
tyler technologies,"paradise, nv",data quality support analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
tyler technologies,"paradise, nv",data quality support analyst,Data Scientist,1.0,0.0,0.0,0.0,0.0,212160.0
"torch technologies, inc.
4.6","huntsville, al",data science analyst,Data Scientist,1.0,0.0,0.0,0.0,1.0,141440.0
"adobe
4.0","san jose, ca",data science engineer - mobile,Data Scientist,1.0,0.0,0.0,0.0,1.0,336960.0
"adobe
4.0","san jose, ca",data science engineer - mobile,Data Scientist,1.0,0.0,0.0,0.0,1.0,336960.0
"grand rounds
4.2","san francisco, ca",data science manager,Data Scientist,1.0,0.0,0.0,0.0,1.0,460720.0
"numeric, llc
3.2","allentown, pa",data science manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,265200.0
"numeric, llc
3.2","allentown, pa",data science manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,265200.0
"massmutual
3.6","boston, ma",data science project manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,142480.0
"massmutual
3.6","boston, ma",data science project manager,Data Scientist,0.0,0.0,0.0,0.0,1.0,142480.0
"1-800-flowers.com, inc.
2.8","carle place, ny",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,159120.0
"1904labs
4.7","saint louis, mo",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,298480.0
"1904labs
4.7","saint louis, mo",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,298480.0
"7park data
3.8","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,251680.0
"<intent>
4.6","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,291200.0
"<intent>
4.6","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,291200.0
"accuride international
3.6","santa fe springs, los angeles, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,223600.0
"affinity solutions
2.9","new york, ny",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,238160.0
alin,"new york, ny",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,229840.0
"ameritas life insurance corp
3.0","cincinnati, oh",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,196560.0
"amrock
3.6","detroit, mi",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,199680.0
"amrock
3.6","detroit, mi",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,199680.0
"bakery agency
4.3","austin, tx",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,173680.0
"berg health
2.8","framingham, ma",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,245440.0
"biz2credit inc
4.0","new york, ny",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,180960.0
"bpa services
5.0","washington, dc",data scientist,Data Scientist,0.0,0.0,0.0,1.0,1.0,322400.0
"bpa services
5.0","washington, dc",data scientist,Data Scientist,0.0,0.0,0.0,1.0,1.0,322400.0
"brillient
3.7","silver spring, md",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,178880.0
"brillient
3.7","silver spring, md",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,178880.0
"bwx technologies
3.5","oak ridge, tn",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,199680.0
"caredx
2.5","brisbane, ca",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,298480.0
"carmeuse
3.1","pittsburgh, pa",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,203840.0
"cbs interactive
3.5","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,266240.0
"change healthcare
2.7","emeryville, ca",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,318240.0
"charter spectrum
3.5","maryland heights, mo",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,199680.0
"citi
3.6","jersey city, nj",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,242320.0
"clearone advantage
4.1","baltimore, md",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,152880.0
"clearone advantage
4.1","baltimore, md",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,152880.0
"compqsoft
3.4","washington, dc",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,200720.0
"comscore
2.5","portland, or",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,200720.0
"conch technologies, inc
4.6","waltham, ma",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,195520.0
"credera
4.3","dallas, tx",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,150800.0
"crossix solutions
3.5","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,217360.0
"crossix solutions
3.5","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,217360.0
"cyrusone
3.4","dallas, tx",data scientist,Data Scientist,1.0,0.0,0.0,1.0,1.0,197600.0
"cyrusone
3.4","dallas, tx",data scientist,Data Scientist,1.0,0.0,0.0,1.0,1.0,197600.0
"datamanusa, llc
3.4","olympia, wa",data scientist,Data Scientist,0.0,0.0,0.0,0.0,0.0,185120.0
"demandbase
4.5","san francisco, ca",data scientist,Data Scientist,0.0,0.0,1.0,1.0,0.0,326560.0
"dick's sporting goods - corporate
3.8","coraopolis, pa",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,176800.0
"dick's sporting goods - corporate
3.8","coraopolis, pa",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,176800.0
"drfirst
2.8","rockville, md",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,223600.0
"e-it professionals corp.
3.5","foster city, ca",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,290160.0
"esri
3.5","redlands, ca",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,222560.0
"esri
3.5","redlands, ca",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,222560.0
"execonline
4.2","new york, ny",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,157040.0
"execonline
4.2","new york, ny",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,157040.0
"first command financial services, inc.
3.2","fort worth, tx",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,176800.0
"first tech federal credit union
3.5","hillsboro, or",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,206960.0
"first tech federal credit union
3.5","hillsboro, or",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,206960.0
"formation
3.2","san francisco, ca",data scientist,Data Scientist,0.0,0.0,1.0,0.0,1.0,275600.0
"genentech
3.9","south san francisco, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,339040.0
"genworth
3.7","raleigh, nc",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,212160.0
"gotrg
4.2","miami, fl",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,177840.0
"hg insights
4.7","santa barbara, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,177840.0
"ihs markit
3.5","new york, ny",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,167440.0
"johns hopkins university applied physics laboratory
4.5","laurel, md",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,270400.0
"juniper networks
3.8","sunnyvale, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,251680.0
"juniper networks
3.8","sunnyvale, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,251680.0
"knowbe4
4.8","clearwater, fl",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,176800.0
"knowbe4
4.8","clearwater, fl",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,176800.0
"l&t infotech
3.5","san ramon, ca",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,187200.0
"leidos
3.4","springfield, va",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,211120.0
"lockheed martin
3.7","herndon, va",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,185120.0
"logic20/20
3.8","san jose, ca",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,237120.0
"logic20/20
3.8","san jose, ca",data scientist,Data Scientist,1.0,0.0,1.0,1.0,1.0,237120.0
"lorven technologies inc
4.0","santa clara, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,236080.0
"mantech
4.1","chantilly, va",data scientist,Data Scientist,0.0,0.0,0.0,0.0,0.0,176800.0
"mantech
4.1","chantilly, va",data scientist,Data Scientist,0.0,0.0,0.0,0.0,0.0,176800.0
"maven wave partners
4.4","chicago, il",data scientist,Data Scientist,1.0,0.0,0.0,1.0,1.0,168480.0
"mitre
3.2","mclean, va",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,202800.0
"mz
3.4","palo alto, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,264160.0
"netskope
4.1","san francisco, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,321360.0
"netskope
4.1","santa clara, ca",data scientist,Data Scientist,1.0,0.0,1.0,0.0,1.0,321360.0
"new england biolabs
4.7","ipswich, ma",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,234000.0
"new england biolabs
4.7","ipswich, ma",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,234000.0
"northrop grumman
3.7","san diego, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,227760.0
"northrop grumman
3.7","san diego, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,227760.0
"novetta
4.0","herndon, va",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,297440.0
"novetta
4.0","herndon, va",data scientist,Data Scientist,1.0,0.0,0.0,1.0,0.0,297440.0
"npd
3.9","port washington, ny",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,32240.0
"numeric, llc
3.2","philadelphia, pa",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,267280.0
"numeric, llc
3.2","philadelphia, pa",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,267280.0
"nurx
3.9","san francisco, ca",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,257920.0
"oversight systems
4.7","atlanta, ga",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,165360.0
"oversight systems
4.7","atlanta, ga",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,165360.0
"pactera
4.4","san jose, ca",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,236080.0
"peoplesbank
4.2","holyoke, ma",data scientist,Data Scientist,0.0,0.0,0.0,0.0,1.0,209040.0
"peraton
3.3","chantilly, va",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,228800.0
"pinnacol assurance
4.0","denver, co",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,182000.0
"pnnl
3.8","richland, wa",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,159120.0
"pnnl
3.8","richland, wa",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,159120.0
"porch
3.2","seattle, wa",data scientist,Data Scientist,1.0,0.0,1.0,0.0,0.0,219440.0
"quick base
4.4","cambridge, ma",data scientist,Data Scientist,1.0,0.0,0.0,0.0,1.0,209040.0
"rapid response monitoring
4.7","syracuse, ny",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,177840.0
"remedy bpci partners, llc.
3.4","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,197600.0
"remedy bpci partners, llc.
3.4","new york, ny",data scientist,Data Scientist,1.0,0.0,1.0,1.0,0.0,197600.0
"royce geospatial
5.0","springfield, va",data scientist,Data Scientist,1.0,0.0,0.0,0.0,0.0,210080.0
"samba tv
3.3","san francisco, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,0.0,342160.0
"samba tv
3.3","san francisco, ca",data scientist,Data Scientist,0.0,0.0,0.0,0.0,0.0,342160.0
