Job Title,Company Name,Location,avg_salary,python_yn,R_yn,spark,aws,excel,job_category
Senior Data Scientist 4 Artificial Intelligence,"PNNL
3.8","Seattle, WA",119.0,0,0,0,0,0,Data Scientist
"Senior Operations Data Analyst, Call Center Operations","FLEETCOR
2.7","Nashville, TN",13.5,0,0,0,0,1,Data Analyst
Geospatial Software Developer and Data Scientist,"Applied Research Laboratories
3.7","Austin, TX",105.5,1,0,0,1,0,Data Scientist
Systems Engineer II - Data Analyst,"Raytheon
3.7","Huntsville, AL",62.5,0,0,0,0,1,Data Analyst
Sr Data Analyst - IT,"United BioSource
2.1","Blue Bell, PA",72.5,0,0,0,0,1,Data Analyst
Senior Data Engineer,"Figure Eight
3.9","San Francisco, CA",139.0,1,0,0,1,1,Data Engineer
Senior Data Engineer,"Tapjoy
3.9","San Francisco, CA",136.5,0,0,0,0,0,Data Engineer
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,"Fareportal
3.8","New York, NY",74.5,1,0,1,0,0,Data Scientist
Data Scientist,"Sartorius
3.5","Albuquerque, NM",75.5,1,0,0,0,1,Data Scientist
Data Scientist,"1904labs
4.7","Saint Louis, MO",143.5,1,0,1,0,0,Data Scientist
Data Scientist,"Royce Geospatial
5.0","Springfield, VA",101.0,1,0,0,0,0,Data Scientist
Data Engineer,"MassMutual
3.6","Springfield, MA",92.0,1,0,1,0,1,Data Engineer
Computational Chemist/Data Scientist,"PNNL
3.8","Richland, WA",76.5,1,0,0,0,0,Data Scientist
Principal Data Scientist (Computational Chemistry),"Recursion Pharmaceuticals
4.7","Salt Lake City, UT",140.5,1,0,0,1,0,Data Scientist
Data Scientist,"Citi
3.6","Jersey City, NJ",116.5,0,0,0,0,1,Data Scientist
Data Scientist,"Scale AI
3.5","San Francisco, CA",120.5,1,0,0,0,0,Data Scientist
Data Scientist,"Change Healthcare
2.7","Emeryville, CA",153.0,1,0,1,1,0,Data Scientist
Data Scientist,"MZ
3.4","Palo Alto, CA",127.0,1,0,1,0,0,Data Scientist
Data Scientist,"HG Insights
4.7","Santa Barbara, CA",85.5,1,0,1,0,1,Data Scientist
Data Scientist,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY",76.5,1,0,0,0,1,Data Scientist
Data Scientist,"CBS Interactive
3.5","New York, NY",128.0,1,0,1,0,0,Data Scientist
Data Engineer,"Numeric, LLC
3.2","King of Prussia, PA",91.5,1,0,1,1,1,Data Engineer
Data Scientist,"Samba TV
3.3","San Francisco, CA",164.5,0,0,0,0,0,Data Scientist
Market Data Analyst,"SV Microwave
3.4","West Palm Beach, FL",44.0,0,0,0,0,0,Data Analyst
Staff Data Engineer,"Sumo Logic
3.8","Austin, TX",149.5,0,0,1,1,0,Data Engineer
Associate Data Engineer,"EAB
3.5","Washington, DC",65.5,0,0,1,1,1,Data Engineer
Data Engineer,"SpringML
4.4","Herndon, VA",109.0,1,0,1,0,0,Data Engineer
Staff Data Engineer,"Samsung Research America
3.7","Mountain View, CA",177.0,1,0,1,1,0,Data Engineer
Data Scientist,"Systems & Technology Research
4.7","Arlington, VA",107.0,1,0,1,0,1,Data Scientist
Data Scientist,"Netskope
4.1","Santa Clara, CA",154.5,1,0,1,0,1,Data Scientist
Data Scientist,"Lorven Technologies Inc
4.0","Santa Clara, CA",113.5,1,0,1,0,0,Data Scientist
Senior Data Scientist,"Brighthouse Financial
3.5","Charlotte, NC",124.5,1,0,1,0,1,Data Scientist
Data Scientist,"CareDx
2.5","Brisbane, CA",143.5,1,0,0,0,1,Data Scientist
Data Scientist,"Serigor Inc.
3.9","San Francisco, CA",113.5,1,0,0,0,0,Data Scientist
Data Scientist,"Leidos
3.4","Springfield, VA",101.5,1,0,0,1,0,Data Scientist
"Data Analyst, Performance Partnership","Beckman Coulter Diagnostics
3.6","New York, NY",73.0,0,0,0,1,1,Data Analyst
Data Scientist,"IHS Markit
3.5","New York, NY",80.5,1,0,0,1,0,Data Scientist
Data Scientist,ALIN,"New York, NY",110.5,1,0,0,0,0,Data Scientist
Staff BI and Data Engineer,"Affinity Solutions
2.9","San Jose, CA",114.0,1,0,1,0,0,Data Engineer
Data Scientist,"e-IT Professionals Corp.
3.5","Foster City, CA",139.5,1,0,0,0,0,Data Scientist
Data Scientist,"TechProjects
4.8","New York, NY",145.5,1,0,0,0,1,Data Scientist
Data Scientist,"Biz2Credit Inc
4.0","New York, NY",87.0,0,0,0,0,1,Data Scientist
Data Scientist,"PeoplesBank
4.2","Holyoke, MA",100.5,0,0,0,0,1,Data Scientist
Data Scientist Manager,"Capgemini
3.8","New York, NY",147.0,1,0,1,0,1,Data Scientist
Data Engineer,"GNY Insurance Companies
3.7","New York, NY",110.5,1,0,0,0,1,Data Engineer
Marketing Data Analyst,"Citadel Federal Credit Union
3.9","Exton, PA",49.0,1,0,0,0,0,Data Analyst
Data Scientist,"Conch Technologies, Inc
4.6","Waltham, MA",94.0,1,0,1,1,0,Data Scientist
Senior Data Scientist,"Medidata Solutions
4.3","New York, NY",123.5,1,0,0,1,0,Data Scientist
Data Analyst,"CALIBRE Systems
3.7","Alexandria, VA",71.0,0,0,0,0,1,Data Analyst
Software Data Engineer - College,"HP Inc.
4.0","Corvallis, OR",73.0,0,0,0,0,0,Data Engineer
Data Scientist,"Northrop Grumman
3.7","San Diego, CA",109.5,0,0,0,0,1,Data Scientist
Lead Data Scientist,"Visa Inc.
3.7","Bellevue, WA",184.5,1,0,0,0,1,Data Scientist
Senior Data Scientist - Algorithms,"Quartet Health
3.9","New York, NY",165.0,1,0,0,0,0,Data Scientist
Information Security Data Analyst,"Motorola Solutions
3.7","Chicago, IL",61.0,1,0,1,0,0,Data Analyst
Lead Data Engineer,"Credit Sesame
4.1","Mountain View, CA",205.0,1,0,1,1,0,Data Engineer
Data Analyst,"Success Academy Charter Schools
3.1","New York, NY",59.5,1,0,0,0,1,Data Analyst
Data Analyst,"AXION Healthcare Solutions
3.6","New York, NY",66.0,0,0,0,0,1,Data Analyst
Data Engineer,"Alignment Healthcare
3.5","Orange, CA",94.5,1,0,1,1,1,Data Engineer
Data Scientist,"ExecOnline
4.2","New York, NY",75.5,1,0,0,1,0,Data Scientist
Senior Data Scientist Oncology,"AstraZeneca
3.9","Gaithersburg, MD",140.0,1,0,0,0,1,Data Scientist
Data Scientist,"Brillient
3.7","Silver Spring, MD",86.0,1,0,0,0,1,Data Scientist
Senior Data Scientist,"Entefy
4.4","Palo Alto, CA",116.5,1,0,0,0,0,Data Scientist
Marketing Data Analyst,"San Manuel Casino
3.6","Highland, CA",48.5,0,0,0,0,1,Data Analyst
Data Engineer,"Trace3
3.4","Houston, TX",80.0,1,0,1,0,1,Data Engineer
Principal Data Scientist,"Northrop Grumman
3.7","San Jose, CA",173.0,1,0,0,0,0,Data Scientist
Data Engineer,"Saama Technologies Inc
3.5","Phoenix, AZ",68.5,1,0,1,0,0,Data Engineer
Data Scientist - Alpha Insights,"Two Sigma
4.4","New York, NY",172.0,0,0,0,0,0,Data Scientist
"Data Scientist, Office of Data Science","Liberty Mutual Insurance
3.3","Boston, MA",114.5,1,0,0,0,0,Data Scientist
Data Scientist - Systems Engineering,"MITRE
3.2","Bedford, MA",69.5,1,0,0,0,1,Data Scientist
Data Engineer,"Guidepoint
3.2","New York, NY",64.5,1,0,0,1,1,Data Engineer
Data Scientist,"Strategic Financial Solutions
4.0","New York, NY",97.5,1,0,0,0,1,Data Scientist
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","Takeda Pharmaceuticals
3.7","Cambridge, MA",154.5,0,0,1,1,1,Data Engineer
Data Scientist,"Remedy BPCI Partners, LLC.
3.4","New York, NY",95.0,1,0,1,1,0,Data Scientist
Senior Data Scientist,"Maven Wave Partners
4.4","Chicago, IL",128.5,1,0,0,1,1,Data Scientist
Principal Data Scientist,"The Climate Corporation
3.2","San Francisco, CA",194.0,0,0,0,1,1,Data Scientist
Data Scientist,"Crossix Solutions
3.5","New York, NY",104.5,1,0,1,1,1,Data Scientist
Data Engineer - Consultant (Charlotte Based),"Clarity Insights
4.2","Charlotte, NC",85.5,1,0,0,0,1,Data Engineer
"Data Analyst 1, full-time contract worker for up to 12 months","The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",50.0,0,0,0,1,1,Data Analyst
Data Engineer,"NCSOFT
3.1","Aliso Viejo, CA",113.0,1,0,1,1,1,Data Engineer
Senior Data Scientist,"Factual
4.3","Los Angeles, CA",153.0,1,0,1,0,1,Data Scientist
Products Data Analyst II,"TriNet
3.3","Dublin, CA",123.5,0,0,0,0,1,Data Analyst
Lead Data Analyst,"Signpost
3.9","New York, NY",47.0,0,0,1,0,0,Data Analyst
Senior Data Scientist - R&D Oncology,"AstraZeneca
3.9","New York, NY",137.0,1,0,0,0,0,Data Scientist
Sr. Data Engineer - Contract-to-Hire (Java),"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",98.0,1,0,0,0,0,Data Engineer
Data Scientist,"Swiss Re
3.7","Armonk, NY",115.0,1,0,0,0,1,Data Scientist
Senior Data Scientist,"Sartorius
3.5","Arvada, CO",133.5,1,0,0,0,1,Data Scientist
Data Engineer,"Pinnacol Assurance
4.0","Denver, CO",99.0,1,0,0,1,0,Data Engineer
Senior Data Engineer,"Equian LLC
3.2","Franklin, TN",109.0,0,0,0,1,1,Data Engineer
Data Engineer,"MetroStar Systems
3.4","Rockville, MD",109.0,0,0,0,1,0,Data Engineer
Senior Data Scientist,"MathWorks
4.4","Natick, MA",139.5,1,0,0,0,0,Data Scientist
Associate Data Analyst- Graduate Development Program,"National Interstate
3.3","Richfield, OH",45.5,0,0,0,0,0,Data Analyst
IT Associate Data Analyst,"The Hanover Insurance Group
3.7","Worcester, MA",54.0,0,0,0,0,0,Data Analyst
Sr. Data Engineer,"Moser Consulting
4.5","Indianapolis, IN",122.5,1,0,1,1,0,Data Engineer
Clinical Data Analyst,"Greenway Health
3.0","Tampa, FL",37.5,0,0,0,0,1,Data Analyst
Business Data Analyst,"Fareportal
3.8","New York, NY",53.5,1,0,0,0,1,Data Analyst
Senior Insurance Data Scientist,"TransUnion
3.9","Chicago, IL",140.0,1,0,0,0,1,Data Scientist
Data Scientist,"Oversight Systems
4.7","Atlanta, GA",79.5,1,0,0,0,1,Data Scientist
Data Scientist - Sales,"Confluent
4.7","Mountain View, CA",168.0,1,0,0,0,1,Data Scientist
IT - Data Engineer II,"Arbella Insurance
3.4","Quincy, MA",90.0,0,0,1,0,1,Data Engineer
Senior Data Analyst,"Life360
3.9","San Francisco, CA",138.5,1,0,0,0,0,Data Analyst
Senior Data Engineer,"Eventbrite
4.4","Nashville, TN",102.5,1,0,1,1,0,Data Engineer
Data Analyst 2 (Missionary Department),"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",72.0,0,0,0,0,0,Data Analyst
Supply Chain Data Analyst,"Icon Health and Fitness
3.1","Logan, UT",47.0,1,0,0,0,1,Data Analyst
Data Engineer - ETL,"Shipt
3.8","Birmingham, AL",65.0,1,0,1,1,1,Data Engineer
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,"Associated Banc-Corp
3.8","Green Bay, WI",60.0,0,0,0,1,1,Data Analyst
"Senior Manager, Epidemiologic Data Scientist","Pfizer
4.0","New York, NY",167.5,0,0,0,1,1,Data Scientist
"Marketing Data Analyst, May 2020 Undergrad","Fareportal
3.8","New York, NY",65.0,0,0,0,0,1,Data Analyst
Senior Data Analyst,"Novetta
4.0","Herndon, VA",94.0,1,0,0,0,0,Data Analyst
Senior Data Analyst,"Moda Operandi
1.9","New York, NY",87.5,1,0,0,0,1,Data Analyst
Senior Data Engineer,"Novetta
4.0","Reston, VA",97.0,1,0,1,1,0,Data Engineer
Senior Data Engineer,"Genesys
4.3","Durham, NC",112.5,1,0,1,1,0,Data Engineer
Data Scientist in Translational Medicine,"Novartis
3.8","Cambridge, MA",114.5,0,0,0,0,0,Data Scientist
Data Scientist,"USEReady
4.3","New York, NY",115.0,1,0,1,1,0,Data Scientist
Sr Data Engineer (Sr BI Developer),"Tivity Health
3.4","Chandler, AZ",100.0,0,0,0,0,0,Data Engineer
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab","Novartis
3.8","Cambridge, MA",121.0,0,0,0,0,0,Data Scientist
Senior Data Analyst/Scientist,"Demandbase
4.5","San Francisco, CA",121.5,0,0,0,0,0,Data Analyst
Senior LiDAR Data Scientist,"Luminar Technologies
3.9","Orlando, FL",122.0,1,0,0,1,0,Data Scientist
Data Engineer,"BRMi
4.4","Chantilly, VA",85.0,1,0,1,1,0,Data Engineer
Data Engineer,"IntraEdge
3.4","Scottsdale, AZ",60.5,1,0,1,1,0,Data Engineer
Lead Data Scientist,"Zest AI
3.9","Burbank, CA",180.0,1,0,0,0,1,Data Scientist
Big Data Engineer,"Peraton
3.3","Chantilly, VA",118.5,1,0,1,0,0,Data Engineer
Managing Data Scientist/ML Engineer,"PA Consulting
3.4","Boston, MA",107.5,0,0,1,0,1,Data Scientist
Senior Data Engineer,"Praetorian
4.7","Austin, TX",138.5,1,0,1,0,0,Data Engineer
Data Engineering Analyst,"COUNTRY Financial
3.8","Bloomington, IL",58.5,1,0,1,0,1,Data Engineer
Sr. Data Engineer,"Echo Global Logistics
3.4","Chicago, IL",107.5,0,0,0,0,0,Data Engineer
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,"Mentor Graphics
4.1","Fremont, CA",107.0,1,0,0,0,1,Data Scientist
Data Engineer,"Maxar Technologies
3.7","Springfield, VA",105.5,1,0,1,0,0,Data Engineer
Data Engineer,"ICW Group
2.8","San Diego, CA",83.0,0,0,0,0,0,Data Engineer
Lead Big Data Engineer,"Glassdoor
4.0","San Francisco, CA",162.0,1,0,1,1,1,Data Engineer
Sr Software Engineer (Data Scientist),"Assurant
3.4","Westlake, OH",110.5,0,0,0,0,1,Data Scientist
Sr. Data Engineer (ETL Developer),"F&G
3.7","Des Moines, IA",115.5,1,0,0,0,1,Data Engineer
Senior Data Scientist Artificial Intelligence,"PNNL
3.8","Richland, WA",80.5,0,0,0,0,0,Data Scientist
Analytics - Business Assurance Data Analyst,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",43.0,0,0,0,0,1,Data Analyst
Data Analyst Senior,"AmeriHealth Caritas
3.0","Philadelphia, PA",66.5,0,0,0,0,1,Data Analyst
Lead Data Engineer (Python),"Strategic Employment Partners
4.7","San Francisco, CA",94.5,1,0,0,1,0,Data Engineer
Senior Data Scientist 4 Artificial Intelligence,"PNNL
3.8","Seattle, WA",119.0,0,0,0,0,0,Data Scientist
Data Engineer,"SPINS, LLC
3.5","Chicago, IL",95.5,1,0,0,0,0,Data Engineer
"Senior Operations Data Analyst, Call Center Operations","FLEETCOR
2.7","Nashville, TN",13.5,0,0,0,0,1,Data Analyst
Geospatial Software Developer and Data Scientist,"Applied Research Laboratories
3.7","Austin, TX",105.5,1,0,0,1,0,Data Scientist
Systems Engineer II - Data Analyst,"Raytheon
3.7","Huntsville, AL",62.5,0,0,0,0,1,Data Analyst
Data Scientist,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA",85.0,1,0,0,0,0,Data Scientist
Principal Data Scientist,"AstraZeneca
3.9","Gaithersburg, MD",147.5,1,0,0,0,1,Data Scientist
Data Engineer,"Carilion Clinic
3.7","Roanoke, VA",81.0,0,0,0,0,1,Data Engineer
Sr Data Analyst - IT,"United BioSource
2.1","Blue Bell, PA",72.5,0,0,0,0,1,Data Analyst
Senior Data Engineer,"Figure Eight
3.9","San Francisco, CA",139.0,1,0,0,1,1,Data Engineer
Senior Data Engineer,"Tapjoy
3.9","San Francisco, CA",136.5,0,0,0,0,0,Data Engineer
Sr. Data Analyst,"DoubleVerify
3.2","New York, NY",83.0,1,0,1,0,1,Data Analyst
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,"Fareportal
3.8","New York, NY",74.5,1,0,1,0,0,Data Scientist
Data Analyst Chemist - Quality System Contractor,"Rodan and Fields, LLC
2.2","San Francisco, CA",85.5,0,0,0,0,1,Data Analyst
Foundational Community Supports Data Analyst,"DESC
3.4","Seattle, WA",44.5,0,0,0,1,1,Data Analyst
"Senior Health Data Analyst, Star Ratings","Johns Hopkins Health Care
3.3","Glen Burnie, MD",107.5,0,0,0,0,0,Data Analyst
Sr. Data Analyst,"Community Behavioral Health
3.7","Philadelphia, PA",69.5,0,0,0,0,1,Data Analyst
Sr. Data Engineer | Big Data SaaS Pipeline,"Bridg
2.7","Los Angeles, CA",103.0,0,0,1,1,0,Data Engineer
Senior Risk Data Scientist,"Bill.com
3.8","Palo Alto, CA",139.5,0,0,0,0,0,Data Scientist
Data Scientist in Artificial Intelligence Early Career,"Pacific Northwest National Laboratory
3.8","Richland, WA",67.0,0,0,0,0,0,Data Scientist
Data Analyst,"AXION Healthcare Solutions
3.6","New York, NY",66.0,0,0,0,0,1,Data Analyst
Data Engineer,"Alignment Healthcare
3.5","Orange, CA",94.5,1,0,1,1,1,Data Engineer
Data Scientist,"TRANZACT
3.6","Fort Lee, NJ",114.0,1,0,0,1,1,Data Scientist
Data Scientist,"ExecOnline
4.2","New York, NY",75.5,1,0,0,1,0,Data Scientist
Data Scientist,"Charter Spectrum
3.5","Maryland Heights, MO",96.0,0,0,0,0,1,Data Scientist
Data Scientist,"Brillient
3.7","Silver Spring, MD",86.0,1,0,0,0,1,Data Scientist
Senior Data Scientist,"Entefy
4.4","Palo Alto, CA",116.5,1,0,0,0,0,Data Scientist
Marketing Data Analyst,"San Manuel Casino
3.6","Highland, CA",48.5,0,0,0,0,1,Data Analyst
Data Engineer,"Trace3
3.4","Houston, TX",80.0,1,0,1,0,1,Data Engineer
Principal Data Scientist,"Northrop Grumman
3.7","San Jose, CA",173.0,1,0,0,0,0,Data Scientist
Data Engineer,"Saama Technologies Inc
3.5","Phoenix, AZ",68.5,1,0,1,0,0,Data Engineer
Data Scientist - Systems Engineering,"MITRE
3.2","Bedford, MA",69.5,1,0,0,0,1,Data Scientist
Senior Data Scientist,"The David J. Joseph Company
4.4","Cincinnati, OH",107.0,1,0,0,1,0,Data Scientist
Data Scientist SR,"The Buffalo Group
3.9","Charlottesville, VA",112.0,1,0,1,0,0,Data Scientist
Data Scientist,"CompQsoft
3.4","Washington, DC",96.5,1,0,0,0,0,Data Scientist
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","Takeda Pharmaceuticals
3.7","Cambridge, MA",154.5,0,0,1,1,1,Data Engineer
Data Scientist,"Remedy BPCI Partners, LLC.
3.4","New York, NY",95.0,1,0,1,1,0,Data Scientist
Data Scientist,"Strategic Financial Solutions
4.0","New York, NY",97.5,1,0,0,0,1,Data Scientist
Senior Data Scientist,"Maven Wave Partners
4.4","Chicago, IL",128.5,1,0,0,1,1,Data Scientist
Principal Data Scientist,"The Climate Corporation
3.2","San Francisco, CA",194.0,0,0,0,1,1,Data Scientist
"Data Analyst 1, full-time contract worker for up to 12 months","The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",50.0,0,0,0,1,1,Data Analyst
Data Scientist,"Crossix Solutions
3.5","New York, NY",104.5,1,0,1,1,1,Data Scientist
Data Scientist,"Solugenix Corporation
4.3","Phoenix, AZ",69.5,1,0,0,0,1,Data Scientist
Data Scientist,"West Coast University
2.6","Irvine, CA",121.0,1,0,0,0,0,Data Scientist
Data Engineer - Consultant (Charlotte Based),"Clarity Insights
4.2","Charlotte, NC",85.5,1,0,0,0,1,Data Engineer
Data Engineer,"NCSOFT
3.1","Aliso Viejo, CA",113.0,1,0,1,1,1,Data Engineer
Data Scientist (Warehouse Automation),"SoftBank Robotics
3.8","San Francisco, CA",103.0,1,0,0,1,0,Data Scientist
Senior Data Scientist,"Factual
4.3","Los Angeles, CA",153.0,1,0,1,0,1,Data Scientist
Jr. Data Scientist,"MITRE
3.2","McLean, VA",106.5,1,0,1,0,1,Data Scientist
Senior Data Scientist,"SkySync
5.0","Ann Arbor, MI",130.0,0,0,0,0,1,Data Scientist
Products Data Analyst II,"TriNet
3.3","Dublin, CA",123.5,0,0,0,0,1,Data Analyst
Lead Data Analyst,"Signpost
3.9","New York, NY",47.0,0,0,1,0,0,Data Analyst
Senior Data Scientist Oncology,"AstraZeneca
3.9","Gaithersburg, MD",140.0,1,0,0,0,1,Data Scientist
Data Scientist,"DatamanUSA, LLC
3.4","Olympia, WA",89.0,0,0,0,0,0,Data Scientist
Sr. Data Engineer - Contract-to-Hire (Java),"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",98.0,1,0,0,0,0,Data Engineer
Senior Data Scientist - R&D Oncology,"AstraZeneca
3.9","New York, NY",137.0,1,0,0,0,0,Data Scientist
Data Engineer,"Pinnacol Assurance
4.0","Denver, CO",99.0,1,0,0,1,0,Data Engineer
Senior Data Engineer,"Equian LLC
3.2","Franklin, TN",109.0,0,0,0,1,1,Data Engineer
Data Engineer,"MetroStar Systems
3.4","Rockville, MD",109.0,0,0,0,1,0,Data Engineer
Senior Data Scientist,"MathWorks
4.4","Natick, MA",139.5,1,0,0,0,0,Data Scientist
Data Scientist,"Numeric, LLC
3.2","Philadelphia, PA",128.5,1,0,1,1,0,Data Scientist
Associate Data Analyst- Graduate Development Program,"National Interstate
3.3","Richfield, OH",45.5,0,0,0,0,0,Data Analyst
Sr. Data Engineer,"Moser Consulting
4.5","Indianapolis, IN",122.5,1,0,1,1,0,Data Engineer
Clinical Data Analyst,"Greenway Health
3.0","Tampa, FL",37.5,0,0,0,0,1,Data Analyst
IT Associate Data Analyst,"The Hanover Insurance Group
3.7","Worcester, MA",54.0,0,0,0,0,0,Data Analyst
Business Data Analyst,"Fareportal
3.8","New York, NY",53.5,1,0,0,0,1,Data Analyst
Senior Insurance Data Scientist,"TransUnion
3.9","Chicago, IL",140.0,1,0,0,0,1,Data Scientist
IT - Data Engineer II,"Arbella Insurance
3.4","Quincy, MA",90.0,0,0,1,0,1,Data Engineer
Senior Data Analyst,"Life360
3.9","San Francisco, CA",138.5,1,0,0,0,0,Data Analyst
Data Engineer,"Fivestars
3.9","San Francisco, CA",87.5,1,0,0,1,1,Data Engineer
Senior Data Engineer,"Eventbrite
4.4","Nashville, TN",102.5,1,0,1,1,0,Data Engineer
