Company Name,Location,Job Title,job_category,python_yn,R_yn,spark,aws,excel,avg_salary
"associated electric cooperative
4.1","springfield, mo",excel / vba / sql data analyst,Data Analyst,0,0,0,0,1,126880
"associated electric cooperative
4.1","springfield, mo",excel / vba / sql data analyst,Data Analyst,0,0,0,0,1,126880
stellantis,"henderson, nv",facilities student program - data analyst,Data Analyst,,,,,,
stellantis,"henderson, nv",facilities student program - data analyst,Data Analyst,,,,,,
center for social dynamics,"concord, al",finance & data analyst,Data Analyst,,,,,,110000
soka university of america,"aliso viejo, ca",financial aid data analyst,Data Analyst,,,,,,68000
soka university of america,"aliso viejo, ca",financial aid data analyst,Data Analyst,,,,,,68000
"centralreach
4.7","matawan, nj",financial data analyst,Data Analyst,0,0,0,0,1,117520
ppd-pharmaceutical product development,"carlsbad, ca",financial data analyst,Data Analyst,,,,,,
ppd-pharmaceutical product development,"carlsbad, ca",financial data analyst,Data Analyst,,,,,,
"virtual vocations, inc.","marietta, ga",financial data analyst,Data Analyst,,,,,,
booz allen hamilton,"edwards afb, ca",flight data analyst,Data Analyst,,,,,,
booz allen hamilton,"edwards afb, ca",flight data analyst,Data Analyst,,,,,,
"palermo's pizza
3.3","milwaukee, wi",food scientist - developer,Data Scientist ,0,0,0,0,0,112320
"palermo's pizza
3.3","milwaukee, wi",food scientist - developer,Data Scientist ,0,0,0,0,0,112320
"palermo's pizza
3.3","milwaukee, wi",food scientist - developer,Data Scientist ,0,0,0,0,0,112320
"palermo's pizza
3.3","milwaukee, wi",food scientist - developer,Data Scientist ,0,0,0,0,0,112320
"desc
3.4","seattle, wa",foundational community supports data analyst,Data Analyst,0,0,0,1,1,92560
